UPC,Name,Brand_ID,Details,Store_ID,Sub_Dept_ID,Price,MSRP,Quantity
60166622782,Staples Love Seat Crimson,11,Improve the comfort of your home with our name brand love seat,1667,2,235.99,299.99,2
64193820711,Staples Love Seat Aquamarine,11,Improve the comfort of your home with our name brand love seat,1667,2,235.99,299.99,1
76371022366,Staples Love Seat Pink,11,Improve the comfort of your home with our name brand love seat,1667,2,235.99,299.99,2
76175714067,Staples Ottoman Aquamarine,11,Rest your feet on our soft and comfortable love seat matching ottoman,1667,2,40.99,49.99,4
69199825437,Staples Ottoman Violet,11,Rest your feet on our soft and comfortable love seat matching ottoman,1667,2,40.99,49.99,2
64551481060,Staples Ultrasoft Ottoman Turquoise,11,Rest your feet on our ultrasoft and comfortable love seat matching ottoman,1667,2,40.99,49.99,2
68502010398,Staples Love Seat Yellow,11,Improve the comfort of your home with our name brand love seat,1667,2,235.99,299.99,1
17461917903,Staples Couch Pillow Aquamarine,11,Decorate your furniture with the our name brand couch pillow,1667,2,8.99,9.99,3
46154952653,Decorate your furniture with the our name brand throw pillow,11,Decorate your furniture with the our name brand couch pillow,1667,2,8.99,9.99,4
70422635794,Generic Ottoman Crimson,13,Rest your foot on the generic ottoman foot rest made in numerous colors,1667,2,23.99,23.99,2
88813859924,Generic Ottoman Pink,13,Rest your foot on the generic ottoman foot rest made in numerous colors,1667,2,23.99,23.99,1
74042836337,Staples Couch Pillow Khaki,11,Decorate your furniture with the our name brand couch pillow,1667,2,8.99,9.99,1
42470275597,Generic Ottoman Yellow,13,Rest your foot on the generic ottoman foot rest made in numerous colors,1864,2,23.99,23.99,2
44118326787,Staples Couch Pillow Yellow,11,Decorate your furniture with the our name brand couch pillow,1864,2,8.99,9.99,3
39117250347,Staples Couch Pillow Indigo,11,Decorate your furniture with the our name brand couch pillow,1864,2,8.99,9.99,1
75279447874,Staples Couch Pillow Teal,11,Decorate your furniture with the our name brand couch pillow,1864,2,8.99,9.99,2
31324375377,Generic Ottoman Teal,13,Decorate your furniture with the our name brand couch pillow,1075,2,8.99,9.99,3
13975855114,Generic Ottoman Khaki,13,Rest your foot on the generic ottoman foot rest made in numerous colors,1075,2,23.99,23.99,1
41151727340,Generic Ottoman Puce,13,Rest your foot on the generic ottoman foot rest made in numerous colors,1075,2,23.99,23.99,2
31210023069,Generic Ottoman Maroon,13,Rest your foot on the generic ottoman foot rest made in numerous colors,1075,2,23.99,23.99,4
46794747633,Staples Couch Pillow Violet,11,Decorate your furniture with the our name brand couch pillow,1075,2,8.99,9.99,1
38589854689,General Printer White Small,13,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,280,11,119.99,130.99,2
50207383224,General Printer White Medium,13,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,1667,11,299.99,299.99,2
12803905671,General Printer White Large,13,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,1667,11,329.99,399.99,1
11033743407,General Printer White Extra-Large,13,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,1667,11,120.99,129.99,3
28367315341,General Printer Black Small,13,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,1667,11,129.99,129.99,4
78325331148,General Printer Black Medium,13,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,1667,11,139.99,139.99,2
83406200384,General Printer Black Large,13,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,1667,11,149.99,149.99,1
50121374921,General Printer Black Extra-Large,13,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,1667,11,119.99,130.99,1
95424557111,HP Printer White Small,0,Wireless wide-format all-in-one for print-shop quality and versatility.,1667,11,299.99,299.99,2
27511938458,HP Printer White Medium,0,Wireless wide-format all-in-one for print-shop quality and versatility.,1864,11,329.99,399.99,3
15613439302,HP Printer White Large,0,Wireless wide-format all-in-one for print-shop quality and versatility.,1864,11,120.99,129.99,1
39549417690,HP Printer White Extra-Large,0,Wireless wide-format all-in-one for print-shop quality and versatility.,1864,11,129.99,129.99,2
90912262432,HP Printer Black Small,0,Wireless wide-format all-in-one for print-shop quality and versatility.,1864,11,139.99,139.99,3
24032181476,HP Printer Black Medium,0,Wireless wide-format all-in-one for print-shop quality and versatility.,1864,11,149.99,149.99,1
77847977123,HP Printer Black Large,0,Wireless wide-format all-in-one for print-shop quality and versatility.,1864,11,169.99,169.99,2
32079710027,HP Printer Black Extra-Large,0,Wireless wide-format all-in-one for print-shop quality and versatility.,1864,11,329.99,399.99,4
72146852482,Dell Printer White Small,14,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,1864,11,120.99,129.99,1
60307860689,Dell Printer White Medium,14,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,1864,11,129.99,129.99,2
21685112179,Dell Printer White Large,14,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,1864,11,139.99,139.99,1
40344207846,Dell Printer White Extra-Large,14,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,1864,11,149.99,149.99,2
72979618116,Dell Printer Black Small,14,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,1864,11,169.99,169.99,4
49335125943,Dell Printer Black Medium,14,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,1864,11,329.99,399.99,2
32273667402,Dell Printer Black Large,14,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,280,11,120.99,129.99,2
26936049854,Dell Printer Black Extra-Large,14,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,71,11,129.99,129.99,1
5170838759,Canon Printer White Small,22,Handle more tasks and effortlessly scan,71,11,139.99,139.99,3
38071700688,Canon Printer White Medium,22,Handle more tasks and effortlessly scan,71,11,149.99,149.99,4
53425623382,Canon Printer White Large,22,Handle more tasks and effortlessly scan,71,11,169.99,169.99,2
16671405337,Canon Printer White Extra-Large,22,Handle more tasks and effortlessly scan,71,12,119.99,130.99,1
24255551370,Canon Printer Black Small,22,Handle more tasks and effortlessly scan,71,12,299.99,299.99,1
70369885238,Canon Printer Black Medium,22,Handle more tasks and effortlessly scan,71,12,329.99,399.99,2
15382659488,Canon Printer Black Large,22,Handle more tasks and effortlessly scan,71,12,120.99,129.99,3
63528967709,Canon Printer Black Extra-Large,22,Handle more tasks and effortlessly scan,71,12,129.99,129.99,1
13584695729,Brother Printer White Small,9,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,71,12,139.99,139.99,2
26391935823,Brother Printer White Medium,9,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,71,12,149.99,149.99,3
30520494793,Brother Printer White Large,9,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,71,12,119.99,130.99,1
80833164693,Brother Printer White Extra-Large,9,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,71,12,299.99,299.99,2
96565907202,Brother Printer Black Small,9,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,71,12,329.99,399.99,4
96059854088,Brother Printer Black Medium,9,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,71,12,120.99,129.99,1
46169364278,Brother Printer Black Large,9,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,71,12,129.99,129.99,2
5703810281,Brother Printer Black Extra-Large,9,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,71,12,139.99,139.99,1
27321536075,Epson Printer White Small,6,Handle more tasks and effortlessly scan,71,12,149.99,149.99,2
10734087014,Epson Printer White Medium,6,Handle more tasks and effortlessly scan,71,12,169.99,169.99,4
47035382785,Epson Printer White Large,6,Handle more tasks and effortlessly scan,71,12,329.99,399.99,2
21257689665,Epson Printer White Extra-Large,6,Handle more tasks and effortlessly scan,71,12,120.99,129.99,2
90358283738,Epson Printer Black Small,6,Handle more tasks and effortlessly scan,71,12,129.99,129.99,1
72361368547,Epson Printer Black Medium,6,Handle more tasks and effortlessly scan,71,12,139.99,139.99,3
74263440722,Epson Printer Black Large,6,Handle more tasks and effortlessly scan,71,12,149.99,149.99,4
35555615858,Epson Printer Black Extra-Large,6,Handle more tasks and effortlessly scan,797,12,169.99,169.99,2
95771339878,Xerox Printer White Small,5,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,797,12,329.99,399.99,1
11868365094,Xerox Printer White Medium,5,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,797,12,120.99,129.99,1
35414559539,Xerox Printer White Large,5,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,797,12,129.99,129.99,2
71741978728,Xerox Printer White Extra-Large,5,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,797,12,139.99,139.99,3
73916433073,Xerox Printer Black Small,5,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,797,12,149.99,149.99,1
60331402663,Xerox Printer Black Medium,5,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,797,12,169.99,169.99,2
81343526912,Xerox Printer Black Large,5,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,797,12,119.99,130.99,3
64596410947,Xerox Printer Black Extra-Large,5,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,797,12,299.99,299.99,1
3738776669,Lexmark Printer White Small,23,Wireless wide-format all-in-one for print-shop quality and versatility.,797,12,329.99,399.99,2
9603122006,Lexmark Printer White Medium,23,Wireless wide-format all-in-one for print-shop quality and versatility.,797,12,120.99,129.99,2
67239792110,Lexmark Printer White Large,23,Wireless wide-format all-in-one for print-shop quality and versatility.,797,12,129.99,129.99,1
97194418263,Lexmark Printer White Extra-Large,23,Wireless wide-format all-in-one for print-shop quality and versatility.,797,12,139.99,139.99,3
47894244846,Lexmark Printer Black Small,23,Wireless wide-format all-in-one for print-shop quality and versatility.,797,12,149.99,149.99,4
59997732772,Lexmark Printer Black Medium,23,Wireless wide-format all-in-one for print-shop quality and versatility.,797,12,119.99,130.99,2
70477674792,Lexmark Printer Black Large,23,Wireless wide-format all-in-one for print-shop quality and versatility.,797,12,299.99,299.99,1
33979184890,Lexmark Printer Black Extra-Large,23,Wireless wide-format all-in-one for print-shop quality and versatility.,797,12,329.99,399.99,1
99054866111,General Printer White Small,13,Wireless wide-format all-in-one for print-shop quality and versatility.,797,12,120.99,129.99,2
94085977962,General Printer White Medium,13,Wireless wide-format all-in-one for print-shop quality and versatility.,797,12,129.99,129.99,3
95399886300,General Printer White Large,13,Wireless wide-format all-in-one for print-shop quality and versatility.,797,12,139.99,139.99,1
69970364869,General Printer White Extra-Large,13,Wireless wide-format all-in-one for print-shop quality and versatility.,797,12,149.99,149.99,2
25540184741,General Printer Black Small,13,Wireless wide-format all-in-one for print-shop quality and versatility.,797,12,169.99,169.99,3
82909565752,General Printer Black Medium,13,Wireless wide-format all-in-one for print-shop quality and versatility.,797,12,329.99,399.99,1
99371553008,General Printer Black Large,13,Wireless wide-format all-in-one for print-shop quality and versatility.,797,12,120.99,129.99,2
59300253345,General Printer Black Extra-Large,13,Wireless wide-format all-in-one for print-shop quality and versatility.,797,12,129.99,129.99,4
55463333662,HP Business Printer White Small,0,Handle more tasks and effortlessly scan,797,12,139.99,139.99,1
46829642631,HP Business Printer White Medium,0,Handle more tasks and effortlessly scan,797,12,149.99,149.99,2
96833089313,HP Business Printer White Large,0,Handle more tasks and effortlessly scan,797,12,169.99,169.99,1
34669981119,HP Business Printer White Extra-Large,0,Handle more tasks and effortlessly scan,797,12,329.99,399.99,2
61122855074,HP Business Printer Black Small,0,Handle more tasks and effortlessly scan,1667,12,120.99,129.99,4
17761288748,HP Business Printer Black Medium,0,Handle more tasks and effortlessly scan,1667,12,129.99,129.99,2
73394664281,HP Business Printer Black Large,0,Handle more tasks and effortlessly scan,1667,12,139.99,139.99,2
13722337149,HP Business Printer Black Extra-Large,0,Handle more tasks and effortlessly scan,1667,12,149.99,149.99,1
34355326982,Dell Business Printer White Small,14,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,1667,12,169.99,169.99,3
55499133708,Dell Business Printer White Medium,14,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,1667,12,119.99,130.99,4
20132750857,Dell Business Printer White Large,14,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,1667,12,299.99,299.99,2
82309661076,Dell Business Printer White Extra-Large,14,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,1667,12,329.99,399.99,1
99438019600,Dell Business Printer Black Small,14,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,1667,12,120.99,129.99,1
9553553291,Dell Business Printer Black Medium,14,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,1667,12,129.99,129.99,2
96789261679,Dell Business Printer Black Large,14,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,1667,12,139.99,139.99,3
40481096124,Dell Business Printer Black Extra-Large,14,save time and increase office productivity with on-device shortcuts and 2 years of ink delivered to your door.,1667,12,149.99,149.99,1
83790998742,Canon Business Printer White Small,22,Handle more tasks and effortlessly scan,1667,12,119.99,130.99,2
84123764887,Canon Business Printer White Medium,22,Handle more tasks and effortlessly scan,1667,12,299.99,299.99,3
39346035550,Canon Business Printer White Large,22,Handle more tasks and effortlessly scan,1667,12,329.99,399.99,1
14325232118,Canon Business Printer White Extra-Large,22,Handle more tasks and effortlessly scan,1667,12,120.99,129.99,2
70058005676,Canon Business Printer Black Small,22,Handle more tasks and effortlessly scan,1667,12,129.99,129.99,4
20137981668,Canon Business Printer Black Medium,22,Handle more tasks and effortlessly scan,1667,12,139.99,139.99,1
58401959383,Canon Business Printer Black Large,22,Handle more tasks and effortlessly scan,1667,12,149.99,149.99,2
63809287566,Canon Business Printer Black Extra-Large,22,Handle more tasks and effortlessly scan,1667,12,169.99,169.99,1
88954330547,Brother Business Printer White Small,9,Handle more tasks and effortlessly scan,1667,12,329.99,399.99,2
84853683179,Brother Business Printer White Medium,9,Handle more tasks and effortlessly scan,1667,12,120.99,129.99,4
25068384401,Brother Business Printer White Large,9,Handle more tasks and effortlessly scan,1667,12,129.99,129.99,2
41003570242,Magenta Toner XL,13,provide the right amount of ink for everyday printing.,1864,14,94.61,99.99,2
10912096814,CMY Toner Med,13,provide the right amount of ink for everyday printing.,797,14,65.66,65.99,4
63756959234,Black Toner Large,13,provide the right amount of ink for everyday printing.,1075,14,47.09,47.99,2
78575837786,Cyan Ink XL,13,provide the right amount of ink for everyday printing.,106,13,36.19,36.99,2
71164493146,CMY Ink Small,13,provide the right amount of ink for everyday printing.,1703,13,78.43,78.99,1
49732110647,CMY+B Ink Large,13,provide the right amount of ink for everyday printing.,433,13,40.53,45.99,3
26572671620,CMY+B Toner Small,13,provide the right amount of ink for everyday printing.,1916,14,68.60,69.99,4
65701464130,Yellow Toner Med,13,provide the right amount of ink for everyday printing.,71,14,16.52,20.99,2
51505615721,Yellow Ink Small,0,"Get impressive results for all your photos, creative projects and everyday prints.",1667,13,56.43,59.99,1
20763157224,CMY+B Toner XL,0,"Get impressive results for all your photos, creative projects and everyday prints.",280,14,78.58,79.99,1
36399214564,Black Toner Large,0,"Get impressive results for all your photos, creative projects and everyday prints.",1703,14,88.00,90.99,2
76039439890,CMY Ink XL,0,"Get impressive results for all your photos, creative projects and everyday prints.",1916,13,89.01,91.99,3
21017880944,Cyan Ink Large,0,"Get impressive results for all your photos, creative projects and everyday prints.",1075,13,78.09,79.99,1
25151525793,Black Ink Med,0,"Get impressive results for all your photos, creative projects and everyday prints.",1864,13,52.87,59.99,2
43293041898,CMY+B Toner XL,0,"Get impressive results for all your photos, creative projects and everyday prints.",433,14,84.36,91.99,3
67405466722,CMY+B Ink Large,0,"Get impressive results for all your photos, creative projects and everyday prints.",106,13,49.73,50.99,1
49921818586,Cyan Toner Large,14,"Get consistent, professional-quality prints page after page",797,14,54.68,55.99,2
48352152995,CMY+B Toner Small,14,"Get consistent, professional-quality prints page after page",280,14,94.61,99.99,4
77040576578,CMY Ink XL,14,"Get consistent, professional-quality prints page after page",1602,13,65.66,65.99,1
96919516667,Black Toner XL,14,"Get consistent, professional-quality prints page after page",1667,14,47.09,47.99,2
45552778924,CMY Ink Small,14,"Get consistent, professional-quality prints page after page",1703,13,36.19,36.99,1
11034265869,Black Ink Small,14,"Get consistent, professional-quality prints page after page",1667,13,78.43,78.99,2
90189321795,CMY Toner XL,14,"Get consistent, professional-quality prints page after page",1864,14,40.53,45.99,4
68431368208,CMY+B Toner XL,14,"Get consistent, professional-quality prints page after page",1916,14,68.60,69.99,2
86432449172,Black Ink Med,22,Enjoy high-quality images and text on important prints,106,13,16.52,20.99,2
23890016227,Cyan Toner XL,22,Enjoy high-quality images and text on important prints,1602,14,56.43,59.99,1
20333584547,Black Ink Med,22,Enjoy high-quality images and text on important prints,797,13,78.58,79.99,3
34092346957,Magenta Ink Large,22,Enjoy high-quality images and text on important prints,280,13,88.00,90.99,4
17387354019,Yellow Ink Med,22,Enjoy high-quality images and text on important prints,1075,13,89.01,91.99,2
49860781617,Cyan Toner Small,22,Enjoy high-quality images and text on important prints,433,14,78.09,79.99,1
70471998506,CMY Ink Small,22,Enjoy high-quality images and text on important prints,1916,13,52.87,59.99,1
19528341266,Magenta Toner XL,22,Enjoy high-quality images and text on important prints,106,14,84.36,91.99,2
37429749677,Black Ink Large,9,"Give reports, presentations and other prints exceptional quality",1602,13,49.73,50.99,3
66088292744,CMY Ink Med,9,"Give reports, presentations and other prints exceptional quality",280,13,54.68,55.99,1
10858444515,Black Ink XL,9,"Give reports, presentations and other prints exceptional quality",797,13,94.61,99.99,2
73282539219,CMY+B Ink Small,9,"Give reports, presentations and other prints exceptional quality",433,13,65.66,65.99,3
23949853334,CMY Ink XL,9,"Give reports, presentations and other prints exceptional quality",71,13,47.09,47.99,1
19036636179,Black Toner Med,9,"Give reports, presentations and other prints exceptional quality",1703,14,36.19,36.99,2
36561051766,Black Toner XL,9,"Give reports, presentations and other prints exceptional quality",1667,14,78.43,78.99,4
64129389721,CMY+B Ink Large,9,"Give reports, presentations and other prints exceptional quality",1075,13,40.53,45.99,1
38367981431,Magenta Toner Small,6,Ensure image and text printing quality,280,14,68.60,69.99,2
63674943304,CMY+B Ink Small,6,Ensure image and text printing quality,433,13,16.52,20.99,1
42657306477,Yellow Ink Small,6,Ensure image and text printing quality,1667,13,56.43,59.99,2
17092284353,Black Toner Med,6,Ensure image and text printing quality,1703,14,78.58,79.99,4
54997824360,Yellow Toner Small,6,Ensure image and text printing quality,1602,14,88.00,90.99,2
63174729203,Black Ink Small,6,Ensure image and text printing quality,797,13,89.01,91.99,2
53228728941,Cyan Ink XL,6,Ensure image and text printing quality,1916,13,78.09,79.99,1
41219547248,Black Ink Med,6,Ensure image and text printing quality,106,13,52.87,59.99,3
96174996571,CMY+B Ink Med,5,Make quick work of big print jobs,1864,13,84.36,91.99,4
17332888251,CMY Ink Small,5,Make quick work of big print jobs,71,13,49.73,50.99,2
17133613387,Magenta Toner Small,5,Make quick work of big print jobs,797,14,54.68,55.99,1
31263386179,CMY Ink XL,5,Make quick work of big print jobs,1667,13,94.61,99.99,1
63781227130,Cyan Ink Med,5,Make quick work of big print jobs,1864,13,65.66,65.99,2
43511326138,Cyan Ink XL,5,Make quick work of big print jobs,1602,13,47.09,47.99,3
86575673903,Black Toner Med,5,Make quick work of big print jobs,1916,14,36.19,36.99,1
89944070080,Black Ink Large,5,Make quick work of big print jobs,1075,13,78.43,78.99,2
27693181410,Magenta Toner XL,23,provide the right amount of ink for everyday printing.,280,14,40.53,45.99,3
27010021116,Cyan Ink Small,23,provide the right amount of ink for everyday printing.,1703,13,68.60,69.99,1
59990126993,CMY Toner Large,23,provide the right amount of ink for everyday printing.,106,14,16.52,20.99,2
38355519057,CMY+B Toner Small,23,provide the right amount of ink for everyday printing.,71,14,56.43,59.99,4
20959675086,Magenta Toner XL,23,provide the right amount of ink for everyday printing.,1864,14,78.58,79.99,1
49373842645,CMY+B Ink Large,23,provide the right amount of ink for everyday printing.,433,13,88.00,90.99,2
98205607961,Yellow Ink Med,23,provide the right amount of ink for everyday printing.,1075,13,89.01,91.99,2
94150064347,CMY Toner Med,23,provide the right amount of ink for everyday printing.,1703,14,78.09,79.99,1
95394613902,CMY Ink Large,13,"Get impressive results for all your photos, creative projects and everyday prints.",1602,13,52.87,59.99,3
28376920791,Yellow Toner Small,13,"Get impressive results for all your photos, creative projects and everyday prints.",1916,14,84.36,91.99,4
61399249998,Black Ink Large,13,"Get impressive results for all your photos, creative projects and everyday prints.",797,13,49.73,50.99,2
68880024000,Yellow Toner Med,13,"Get impressive results for all your photos, creative projects and everyday prints.",106,14,54.68,55.99,1
27702365217,Yellow Toner Med,13,"Get impressive results for all your photos, creative projects and everyday prints.",1667,14,94.61,99.99,1
76878770012,CMY+B Ink Large,13,"Get impressive results for all your photos, creative projects and everyday prints.",280,13,65.66,65.99,2
18409354052,CMY Ink Small,13,"Get impressive results for all your photos, creative projects and everyday prints.",71,13,47.09,47.99,3
31080066130,Magenta Ink Large,13,"Get impressive results for all your photos, creative projects and everyday prints.",433,13,36.19,36.99,1
29272724321,CMY+B Ink Med,0,"Get consistent, professional-quality prints page after page",280,13,78.43,78.99,2
99271747428,CMY Toner Med,0,"Get consistent, professional-quality prints page after page",1864,14,40.53,45.99,3
35282154025,Magenta Ink Med,0,"Get consistent, professional-quality prints page after page",1667,13,68.60,69.99,1
80025154829,Black Ink Small,0,"Get consistent, professional-quality prints page after page",1075,13,16.52,20.99,2
52851936529,Black Ink XL,0,"Get consistent, professional-quality prints page after page",1916,13,56.43,59.99,4
13081093311,CMY Ink Med,0,"Get consistent, professional-quality prints page after page",1703,13,78.58,79.99,1
11806408260,Black Ink Small,0,"Get consistent, professional-quality prints page after page",797,13,88.00,90.99,2
11304664787,Black Toner XL,0,"Get consistent, professional-quality prints page after page",1602,14,89.01,91.99,1
59020752087,Cyan Ink Small,14,Enjoy high-quality images and text on important prints,1864,13,78.09,79.99,2
43589033567,Cyan Ink Med,14,Enjoy high-quality images and text on important prints,797,13,52.87,59.99,4
92051415636,Magenta Toner XL,14,Enjoy high-quality images and text on important prints,1075,14,84.36,91.99,2
16159710748,CMY+B Ink Large,14,Enjoy high-quality images and text on important prints,106,13,49.73,50.99,2
86913053036,CMY Toner Med,14,Enjoy high-quality images and text on important prints,1703,14,54.68,55.99,1
41234802233,Black Ink Large,14,Enjoy high-quality images and text on important prints,433,13,94.61,99.99,3
54533671002,Black Toner Med,14,Enjoy high-quality images and text on important prints,1916,14,65.66,65.99,4
46514287362,CMY+B Ink Large,14,Enjoy high-quality images and text on important prints,71,13,47.09,47.99,2
72353556051,Black Toner Large,22,"Give reports, presentations and other prints exceptional quality",1667,14,36.19,36.99,1
10397984481,Yellow Toner Large,22,"Give reports, presentations and other prints exceptional quality",280,14,78.43,78.99,1
95505747038,Black Toner Small,22,"Give reports, presentations and other prints exceptional quality",1703,14,40.53,45.99,2
72176483092,Yellow Ink XL,22,"Give reports, presentations and other prints exceptional quality",1916,13,68.60,69.99,3
44765013649,CMY Ink XL,22,"Give reports, presentations and other prints exceptional quality",1075,13,16.52,20.99,1
21088164128,Black Toner Large,22,"Give reports, presentations and other prints exceptional quality",1864,14,56.43,59.99,2
16729591939,CMY Toner Med,22,"Give reports, presentations and other prints exceptional quality",433,14,78.58,79.99,3
65376163844,Black Toner Med,22,"Give reports, presentations and other prints exceptional quality",106,14,88.00,90.99,1
40896138714,Magenta Toner Large,9,Ensure image and text printing quality,797,14,89.01,91.99,2
13757514689,Yellow Toner Large,9,Ensure image and text printing quality,280,14,78.09,79.99,4
55387062721,Black Toner Large,9,Ensure image and text printing quality,1602,14,52.87,59.99,1
